source,purpose,consumer_audit,reason,replacement,sha256,restore_commit
docs/plans/archive/2024-01-11-ingestion-service-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f9ead17962483dd0e4c2c0e636e98f5ddfc59fed3bfd75224e26d167785394df,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-10-datahub-mock-caching.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,34d7e3a3e85d342c3e76079644ec64141d2b19a964610a438ad281c189e8b09d,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-10-test-issues-analysis.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,a8660c4152bbc73e0b7167ce32b5abef7387ac86ccb7de537028b7bf10775e1f,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-10-test-quality-optimization.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f1fea11a13fa9eac43fe0eb204dc9b924e067bf96754dd92b67f1f5e1ae7d186,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-11-foundation-simplification.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,6f79f20ccb11e79750d4a505816170617d53d09ed85c4e96004606f315160b4d,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-13-type-check-optimization.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,0b4316dfc3983f8501419921e3d7847dc4b150a4b45a49cc7eb863d46215df67,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-14-parallel-test-improvement.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,571708edce6c2c5cdce54d6b02ab50179244f8e0c79b1fc8fdee3c68e131615c,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-14-port-circular-dependency-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,04b40eae1fc230c943f3ce4495b5500f57c652dfea5bcbcacfdd0032d6dbf178,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-14-pyright-cleanup.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,202a2cc6aa8f5d873cca0ca2d476b6e38479b341582e3293a12440044a5dc3cb,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-14-ruff-cleanup.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,a5e76aba93942ecda3b107e980f82e1c0ed874fbe4aab97c5f486fae22618eee,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-15-noqa-cleanup-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,00ee2349d11e589e8bf89567074412583ea482ebd8261c4de8bd721f959413fd,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-16-comprehensive-quality-improvement.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,573c25c40d9d2db88e29e1d1c366ff3f3ddffea032763f2cec8fade2acf1a765,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-16-ruff-quality-cleanup.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2d59076d27f78440001634ad5bb4ebfc31444eb66a0e80a8a9faf4182d47a35d,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-17-code-quality-cleanup.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,51e107d8f01971d2d2ae301e9b5f6305bf5caadc06dc2304c4cf66971ae4b42f,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-17-config-init-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2886b60b4cda840ff9a1a4ca6e642c85e512472f10a8e64012aca58e81afd85c,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-18-repository-accessor-completion.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2c8be65aa7a904cea2bdb9438f8814131838e79b3f7e342f45cd107b2a094abc,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-18-repository-accessor-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,c99de9e6a453ff11c5c047bef12ebd9230279976afa674f9db7e1e2a0d29aca6,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-19-cross-layer-dependency-fix.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7e7ca591c94f9a6a00eaef31a2789fcb8da9c311f5c5166c4d3bde1396d1b725,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-19-environment-config-architecture-improvement.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,c816bca1d023f5a1ba8648df7f41ca63f76044e0fd5c2690faabed04cbe7e1f0,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-19-providers-to-sources-rename.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,5a1c01478f66276571cef7bb97171f45980c16a6701436a619ee3abaf661faf7,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-19-sources-to-providers-rename.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,4c864474307e06b4acda3b29c4ba153c4fd79f9638edbb7b871b71da8bac1bff,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-19-sqlite-test-fixture-fix.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f0078d05c0ce9b3d498d4c3c4af293235b73ab118eea8cdb0e5f274a4cd07e0b,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-20-dq-migration.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,b5a8cc0b5fdf77f5f8bcc050813b701ea0d85162fcff2cbb3070a8fd449ce9d8,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-20-observability-tests-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,c77281b3557be7538b7e39a1bb22212365054e1eab300ad7724196190b8ee422,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-20-test-refactoring-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,4ec5d89eff57bd930acfdc906cc1bab5bba517ea469d4390ea6b83e4eb9f7c09,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-20-test-refactoring-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,0546a6543f88eac87725e3e490b447eca043c613fa5ad41a303510c4e7dcabd8,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-20-test-standards-compliance-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,91be027209860fab06c42bbf1da09b1ab023122168d63fe022aa1c22eab51ad4,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-21-dishka-migration-complete.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,87eba41d0b89f33520f7a2bb690f929458476592480356b1930be46b29cc7b57,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-21-test-efficiency-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,6e04a014aa2910bda216a9d0da963ee8bd074da1b64485fd5ad7516ea3cb9c8e,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-22-code-size-improvement.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,393dad3bddc4ea706ce9c65f68ffaa6085a8365abb2f21463e3948cb070fe344,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-22-exception-handling-and-config-fixes.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,6cad04138e68d16f43ceaacdaf9f1a313e2e6c5950b09810e8854af45570f492,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-22-exception-handling-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,c14de5f3f786d4affe3c6ac0baca35af751afc2d4f1e583113659355725c07e8,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-22-tushare-composition-pattern.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7954733bea0356b743c62baf5f79da306cc4c10393c4ae735e45504db9fdc0ac,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-22-tushare-directory-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,fa5e414f515de82d256214edba34eae75d47ae562d00d42ce91580e7ee3b3199,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-23-accessors-refactoring-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,c763e16028ea85c6498dc370134ed9dd05f916810bd6e963f6f7817730df0d8d,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-23-python-best-practices-improvement.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,5f52640caa7668a420621a28d3067cd39191c0a1cd99346789a02b93e75d5e70,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-25-quality-reconciliation-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,bbfadcaad9652ff21777e3e34e874dbfdabea8b90c0eb32ea20da8817fe9d9f5,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-01-27-datahub-phase9-port.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,a84b77b1e64634e46892a3ef68fe34f193bcffa70242c0dee209fe452a3bdba3,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-02-port-layer-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,738a3518d889ac5eb3575211f6384f2f4673a93a98e91bbac7f27de4908535d8,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-05-stores-cleanup-refactor-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,d824983df573cd20e8c1acf76204d3a22fbcfc73e637bf0836d8b9ca0005873c,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-06-datahub-cleanup-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,fd9f75cabf01d1a41a6dcd7f846b2b5a69988800795d5ff033d718fcbb3c50b1,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-07-ditto-architecture-update-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7677cce3dbbd061972bf85a69751644ee12b4cbccaf7a8ca1fd75f0500a9067a,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-08-datahub-v2-refactoring.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,bf055fd6bf1f4fdd6ff09df4fbf0aa66b15908e62d680674fc46cd1f83dee09a,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-08-ditto-v5-next-refactor-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7c0d49598e1981bc93f5b46e8adf8fb6cffb1b78d56a72fbd48a7258d31a6af0,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-08-ditto-v5.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,154610f5f300e124044c6ffdc92fdda1866c4674f0aca76969fa1e40204b07fb,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-10-datahub-cqrs-cleanup-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,b0f65f0a3d60ff1da5c9b3cb6848a406c474f92a90df9f34ca521a53026b8bc9,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-11-service-layer-refactor-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,fc1f4dd35af96791c4fa3d00f259efd1ab4cd6bb454dc66a2f4f02794b5899c5,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-12-cli-domain-refactor-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2d811b2f0bb43e200be8b9f3a048dd9c1b790d965a8859cb2128cf715b7feb93,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-12-domain-terminology-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,0d83e3d48382a4a397ea9456649ee4480a7a41e9763bfccb48ac572cce3dd6cc,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-12-ingestion-coverage-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,ffbbd96ee039b5fbc3eb96ccc6a1cafdcc41907ac8c17129baa6802cdd998905,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-12-port-architecture-fix-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,d292c5efb7928ef74afa092263c3de5a320046f0f18314a202c02efb37435829,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-13-quality-fix-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,81609d9ff988fdbbf91b26ea4acab401ca6daae1830f3b61e44a00cb50d57f4a,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-17-golden-dataset-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,d73162d70f272bcf28f2a127a26b9c88d481c8cf7b6ceb31e036e2674d4bc090,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-18-docker-deployment-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,b2143532592e0086f80e3bc27b21b3f05ff5aa1e836b27bd8406f5595c06ee08,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-19-ticker-ingestion-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,41ee79e8380add03df131b460275088180fa2883fe0100eb174a4da51caff044,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-20-identifier-layer-impl-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,6524ec0fd4c5921406d5be65054794331383b7c415db91f362195aa30c23e5c0,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-23-multi-domain-refactor-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f39fe32408d03f9cef91a5b861bcc0073cd510997765bc2eaecac53b56a04d99,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-25-macro-data-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,76cd1ba7a97d4603985f545be2280c767a18d79aa1a1118e7c61ff2097830e95,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-27-fx-commodity-prefect-fastapi.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,98235beda68f27ff3e6e941db02a2cdfca0338f101b03303098d044e2856fa67,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-27-market-macro-related-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,3d48522f8636c2131f591d862cb8e8246a8948e564325281ecefeb3a10a7a9de,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-28-bond-yield-and-dollar-index.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,d800945ee04a08cbde297d09667d235b70d8bdc18eecd4e2b20b9dbc9c613db6,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-02-28-fx-commodity-bond-yield-fix-impl.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,36a455e4b219accfab746cb517fed24014db70c8e2202c44573a1a738dda0eef,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-06-dependency-upgrade-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7f47ba42b176b1071a9be8064c62fec264b6e4d628dac0b3c9f69dcbedb9d478,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-13-expression-pratt-adr-alignment.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,01e516a5081e5c0ecd51bd802dcce820da476418ffde2eab49609672a6d9bc91,83dead1a2d57536db370c0c9f679b7e4c7333f42
